"","HOUSEID","TRAVDAY","SAMPSTRAT","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","PC","SPHONE","TAB","WALK","BIKE","CAR","TAXI","BUS","TRAIN","PARA","PRICE","PLACE","WALK2SAVE","BIKE2SAVE","PTRANS","HHRELATD","DRVRCNT","CNTTDHH","HHSTATE","HHSTFIPS","NUMADLT","YOUNGCHILD","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","SCRESP","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","RESP_CNT","WEBUSE17","SMPLSRCE","WTHHFIN","HBHUR","HTHTNRNT","HTPPOPDN","HTRESDN","HTEEMPDN","HBHTNRNT","HBPPOPDN","HBRESDN"
"1683",30013763,5,3,1,1,1,2,2,5,5,5,5,2,5,5,5,5,1,2,5,5,5,2,1,6,"GA",13,1,0,0,201607,1,9,3,3,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,2,2,98.8333475302843,"T",20,300,50,75,20,300,300
"1684",30013764,3,3,1,3,3,6,1,1,1,-9,-9,1,-9,-9,-9,-9,2,3,5,5,5,1,2,22,"GA",13,3,0,0,201605,2,10,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,2,245.326050022211,"R",20,300,50,75,20,300,50
"1689",30013820,3,3,2,2,2,7,1,1,1,1,4,1,4,5,4,5,3,3,4,5,5,1,2,16,"GA",13,2,0,1,201608,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,156.197242697882,"R",30,300,50,75,30,300,50
"1694",30013842,7,1,1,1,1,4,2,1,1,1,5,2,4,5,4,5,3,3,2,5,5,2,1,5,"GA",13,1,0,0,201609,1,9,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,552.646410530219,"S",40,7000,3000,3000,70,7000,7000
"1728",30014062,3,3,1,2,3,9,1,1,3,5,5,1,5,5,5,5,3,3,4,4,4,1,2,4,"GA",13,2,0,0,201609,1,10,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,42.1617109858659,"R",20,300,50,75,5,50,50
"1732",30014086,2,1,1,2,3,7,1,5,5,5,5,1,5,5,5,5,2,3,5,5,3,1,2,12,"GA",13,2,0,0,201608,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,230.005608782389,"S",5,1500,750,750,20,3000,750
"1747",30014275,6,1,1,4,3,1,1,1,2,1,5,1,4,5,5,5,4,4,4,4,4,1,4,11,"GA",13,3,0,4,201607,1,8,1,5,1,1,5,1,1,5,3,51,1,2,"12060",4,1,2,962.498786469377,"S",20,3000,750,1500,0,3000,750
"1748",30014283,6,1,1,1,0,2,5,5,5,3,-9,5,5,5,5,5,3,2,-9,-9,-9,2,0,0,"GA",13,1,0,0,201610,1,9,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,5,2,899.39413456048,"T",60,1500,750,350,60,750,300
"1753",30014318,4,3,2,4,3,8,2,1,4,1,4,2,4,5,5,5,4,3,2,3,2,1,2,16,"GA",13,2,1,1,201610,1,4,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",4,1,2,206.971118529999,"C",50,3000,1500,1500,50,3000,3000
"1772",30014444,5,3,1,3,2,9,3,2,1,4,5,1,5,5,5,5,2,3,2,3,4,1,2,11,"GA",13,2,0,2,201611,1,6,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,80.5766749316077,"T",30,750,300,350,20,750,300
"1777",30014491,7,1,2,1,1,6,1,1,1,3,5,1,4,4,4,5,1,3,2,5,3,2,1,5,"GA",13,1,0,1,201608,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,2112.37554214291,"T",50,750,300,350,60,750,300
"1799",30014646,5,1,1,1,1,6,1,1,5,5,5,1,4,5,5,5,2,2,5,5,5,2,1,3,"GA",13,1,0,1,201609,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,1,255.06425090026,"C",60,7000,1500,3000,50,7000,3000
"1817",30014737,3,1,1,2,2,-7,1,5,4,1,5,1,5,5,5,5,2,2,4,5,4,1,2,10,"GA",13,2,0,0,201607,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,202.243434610882,"C",20,3000,750,1500,5,3000,750
"1821",30014764,5,3,1,1,1,7,1,1,5,5,5,1,4,5,5,5,3,4,5,5,5,2,1,5,"GA",13,1,0,1,201607,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,282.663492339802,"T",20,750,300,350,20,3000,1500
"1831",30014851,5,3,1,4,3,6,1,1,3,5,5,1,5,5,5,5,2,4,5,5,5,1,2,9,"GA",13,2,0,2,201609,1,6,3,3,2,4,6,2,1,5,3,53,1,2,"XXXXX",4,1,2,122.971551364717,"T",5,1500,750,750,0,300,300
"1842",30014952,3,3,1,1,1,8,1,1,5,4,5,1,4,5,5,5,4,4,4,4,4,2,1,4,"GA",13,1,0,1,201610,1,1,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,75.3020531710841,"C",5,1500,750,750,5,1500,750
"1874",30015203,3,1,1,2,2,9,1,1,2,5,5,1,4,5,5,5,1,1,5,5,5,1,2,6,"GA",13,2,0,0,201608,1,10,1,5,1,1,5,1,1,5,3,51,2,2,"12060",2,1,2,258.051717091499,"S",40,1500,750,750,50,1500,750
"1909",30015483,4,1,1,2,2,5,1,2,2,5,5,1,5,5,5,5,2,3,5,5,5,1,2,6,"GA",13,2,0,1,201610,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,462.971930677168,"S",5,1500,300,750,5,1500,750
"1912",30015516,3,3,1,2,2,9,2,1,2,4,5,1,4,5,5,5,4,4,5,5,5,1,2,4,"GA",13,2,0,2,201608,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,66.1298393918556,"C",20,3000,750,1500,20,3000,750
"1918",30015571,3,3,1,2,2,8,1,1,1,5,5,2,5,5,5,5,3,3,4,5,5,1,2,7,"GA",13,2,0,0,201610,1,10,3,3,2,1,2,1,1,5,3,53,3,2,"XXXXX",2,1,2,66.2177374197147,"C",30,3000,750,750,20,3000,1500
"1928",30015631,2,3,1,2,4,2,1,5,2,-9,-9,1,-9,-9,-9,-9,1,-9,-9,-9,-9,1,2,0,"GA",13,2,0,0,201605,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,186.343013756597,"R",20,50,50,25,20,50,50
"1931",30015649,4,1,2,2,3,4,1,1,1,4,4,2,5,5,5,5,2,3,2,3,3,1,2,7,"GA",13,2,0,2,201610,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,599.615216851391,"C",40,3000,1500,1500,60,7000,3000
"1952",30015779,6,1,1,6,2,6,1,1,1,3,5,1,5,4,4,5,1,2,2,4,2,1,2,9,"GA",13,2,2,1,201609,1,4,1,5,1,1,5,1,1,5,3,51,1,2,"12060",6,1,2,581.599799384024,"S",5,3000,750,1500,5,1500,750
"1961",30015872,3,3,1,2,1,3,5,1,5,5,5,1,5,5,5,5,2,3,-9,-9,5,1,1,0,"GA",13,2,0,0,201607,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,1,75.4699961606534,"T",20,300,300,150,20,750,300
"1963",30015879,6,3,1,2,3,9,1,1,1,4,4,1,5,5,5,5,4,4,4,4,4,1,2,7,"GA",13,2,0,1,201607,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,123.157070220406,"C",30,750,300,350,20,1500,750
"1964",30015894,3,3,1,3,2,6,1,1,1,5,5,1,5,5,5,5,1,2,3,3,3,1,2,12,"GA",13,2,0,2,201607,1,8,3,3,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,2,153.637576085158,"T",20,300,300,150,20,750,300
"1979",30016020,4,3,1,2,2,8,1,5,1,2,3,1,5,5,5,5,4,4,4,4,5,1,2,3,"GA",13,2,0,1,201609,1,10,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,53.0355958571749,"T",40,1500,750,750,40,1500,750
"1980",30016030,3,1,2,2,0,4,-9,-9,-9,-9,-9,-1,-9,-9,-9,2,1,3,-9,-9,-9,1,0,0,"GA",13,2,0,0,201610,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,134.552776022788,"T",20,300,300,150,20,750,300
"1982",30016058,3,3,2,1,1,5,1,1,2,1,4,1,4,4,5,5,2,3,2,4,5,2,1,4,"GA",13,1,0,1,201608,1,1,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,130.750474079504,"T",30,1500,300,750,30,1500,750
"1985",30016087,5,1,1,2,1,2,5,5,5,-9,-9,2,-9,-9,-9,-9,3,3,4,4,4,1,1,2,"GA",13,2,0,0,201605,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,5,1,562.348586921173,"S",5,3000,1500,1500,0,3000,1500
"1987",30016115,5,4,97,1,1,1,3,1,5,2,4,2,5,5,5,5,1,1,2,2,3,2,1,0,"GA",13,1,0,0,201606,1,1,4,6,2,4,6,2,1,5,3,54,2,2,"XXXXX",1,1,2,2114.55996064033,"R",5,50,50,25,5,50,50
"2012",30016312,4,4,1,2,2,8,-9,1,2,-9,-9,1,-9,-9,-9,-9,2,1,4,4,4,1,2,4,"GA",13,2,0,2,201608,1,2,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,391.695859334077,"R",40,300,50,75,5,50,50
"2031",30016467,7,1,1,3,4,10,1,1,2,4,3,-1,4,5,5,5,4,4,4,4,4,1,3,10,"GA",13,2,0,2,201609,1,8,1,5,1,1,5,1,1,5,3,51,1,2,"12060",3,1,2,921.645451436603,"S",5,1500,750,750,5,1500,750
"2075",30016913,5,3,1,1,2,5,2,1,-9,-9,-9,1,-9,-9,-9,-9,3,-9,-9,-9,-9,2,1,2,"GA",13,1,0,1,201607,1,1,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,166.573030506221,"T",40,300,300,150,40,300,300
"2077",30016923,2,3,1,3,2,5,1,1,5,4,5,1,5,5,5,5,2,2,4,5,5,1,3,5,"GA",13,2,0,0,201609,1,8,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,2,86.0804175545418,"R",20,300,50,25,40,300,50
"2087",30017023,6,1,1,2,5,7,1,1,1,5,5,1,5,5,5,5,2,3,5,5,5,1,2,3,"GA",13,2,0,1,201608,1,10,1,5,1,4,6,2,1,5,3,51,1,2,"12060",2,1,2,340.955088363205,"R",5,300,50,150,5,300,50
"2123",30017257,5,3,2,1,0,1,5,1,5,-9,-9,-1,-9,-9,-9,-9,1,1,1,3,1,2,1,6,"GA",13,1,0,0,201608,1,1,3,3,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,1,2,192.595505826034,"C",40,1500,1500,350,50,1500,750
"2144",30017404,2,3,1,2,2,6,1,1,1,5,5,1,5,5,5,5,2,3,5,5,5,1,2,7,"GA",13,2,0,1,201608,1,2,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,116.341814674795,"R",5,50,50,25,5,50,50
"2156",30017528,6,3,1,2,2,6,3,1,1,5,5,1,4,5,5,5,2,2,5,5,5,1,2,8,"GA",13,2,0,1,201608,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,119.713437529694,"R",20,50,50,25,5,50,50
"2166",30017600,4,1,2,1,1,8,1,1,1,2,3,1,2,5,3,5,4,4,2,2,1,2,1,7,"GA",13,1,0,1,201610,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,1,595.698233716659,"S",50,7000,7000,5000,60,17000,7000
"2173",30017641,4,1,2,1,1,6,1,1,4,3,5,1,3,4,3,5,4,3,4,4,1,2,1,9,"GA",13,1,0,1,201609,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,398.938474289742,"U",60,7000,7000,5000,60,17000,7000
"2178",30017666,2,3,1,2,2,3,1,1,1,1,5,2,5,5,5,5,3,3,3,3,3,1,1,3,"GA",13,2,0,0,201606,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,180.417369772719,"T",30,300,300,150,30,750,300
"2194",30017810,4,1,2,1,1,7,1,1,3,4,5,1,3,5,5,5,1,3,3,3,3,2,1,5,"GA",13,1,0,1,201607,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,838.397621532076,"C",80,17000,7000,5000,80,17000,7000
"2201",30017864,6,3,1,2,4,6,1,1,1,4,5,1,5,5,5,5,4,4,5,5,5,1,2,8,"GA",13,2,0,1,201610,1,2,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,54.9341830253524,"T",30,1500,750,750,5,1500,300
"2234",30018202,3,3,1,3,3,1,1,1,2,5,5,1,5,5,5,5,4,3,5,5,5,1,3,6,"GA",13,2,0,1,201607,1,8,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,2,107.832253428236,"T",20,300,50,75,30,750,300
"2238",30018251,2,3,1,2,2,6,3,1,3,4,5,1,4,5,5,5,3,5,5,5,5,1,2,0,"GA",13,2,0,0,201608,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,65.5116170441453,"C",70,7000,3000,3000,70,7000,3000
"2250",30018373,2,1,1,3,2,10,1,1,3,3,5,1,4,5,4,5,4,3,5,5,5,1,2,18,"GA",13,2,0,2,201609,1,6,1,5,1,1,5,1,1,5,3,51,1,2,"12060",3,1,2,350.987384060351,"S",20,3000,1500,1500,5,3000,1500
"2292",30018650,4,3,1,2,4,6,1,2,5,-9,-9,1,-9,-9,-9,-9,2,2,4,4,4,1,2,16,"GA",13,2,0,0,201608,1,10,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,89.0070362770302,"T",20,1500,750,750,5,1500,300
"2296",30018695,4,4,1,2,1,1,1,1,5,5,5,1,5,5,5,5,1,1,3,5,5,1,2,7,"GA",13,2,0,0,201605,1,7,4,6,2,4,6,2,1,5,3,54,2,2,"XXXXX",2,1,2,1137.30871325335,"R",5,50,50,25,5,50,50
"2312",30018835,1,3,1,1,1,4,2,5,1,5,5,2,4,5,5,4,3,3,5,5,4,2,1,5,"GA",13,1,0,0,201609,1,9,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,92.2810310533695,"S",40,1500,750,750,50,1500,1500
"2332",30019041,7,4,2,2,2,8,2,1,4,1,5,1,5,5,5,5,3,2,5,5,5,1,2,10,"GA",13,2,0,1,201610,1,10,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,1435.76295738801,"R",30,300,50,75,30,300,50
"2337",30019055,3,3,1,1,1,6,5,5,5,-9,-9,1,-9,-9,-9,-9,4,4,5,5,5,2,1,8,"GA",13,1,0,0,201608,1,9,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,5,2,79.9132198577869,"S",30,3000,1500,1500,5,1500,750
"2344",30019120,3,3,1,2,4,4,2,1,4,5,5,1,5,5,5,5,2,3,5,5,5,1,2,4,"GA",13,2,0,0,201610,2,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,88.0669374800429,"R",5,50,50,25,5,50,50
"2367",30019256,2,4,2,4,1,5,5,1,5,1,4,1,5,5,5,5,1,1,1,1,5,1,2,12,"GA",13,2,0,1,201609,1,6,4,6,2,2,6,1,1,5,3,54,1,2,"XXXXX",4,1,1,1337.47808244335,"R",20,50,50,25,30,300,300
"2376",30019388,1,3,2,3,3,6,5,5,5,1,-9,1,-9,-9,-9,-9,2,3,3,4,4,1,1,22,"GA",13,1,0,1,201609,1,5,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,5,2,340.14553371669,"R",20,300,50,75,20,300,50
"2390",30019463,6,1,1,1,2,6,1,1,2,2,2,2,4,4,4,5,2,2,2,2,3,2,1,6,"GA",13,1,0,1,201609,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,284.443803252709,"C",60,7000,3000,3000,50,3000,1500
"2460",30020138,2,3,1,2,3,10,1,5,5,1,5,1,5,5,5,5,2,3,3,5,5,1,2,5,"GA",13,2,0,2,201607,1,2,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,67.8515251898222,"S",20,1500,750,750,5,1500,750
"2464",30020162,4,3,1,1,1,2,2,5,5,5,5,1,5,5,5,5,2,3,5,5,5,2,1,3,"GA",13,1,0,0,201610,1,9,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,2,2,66.9335794373871,"C",40,7000,3000,1500,40,7000,3000
"2470",30020206,3,3,1,1,2,3,4,1,2,4,5,1,5,5,5,5,2,3,2,3,3,2,1,4,"GA",13,1,0,0,201608,1,9,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,69.7716345355666,"S",60,3000,1500,1500,70,3000,1500
"2501",30020499,3,3,1,2,1,2,1,1,1,5,5,1,4,5,5,5,5,5,5,5,5,1,2,2,"GA",13,2,0,1,201608,1,10,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,100.601609725655,"S",30,3000,1500,1500,30,3000,1500
"2514",30020564,7,3,2,3,1,4,1,1,3,-9,-9,1,-9,-9,-9,-9,2,2,4,4,5,1,1,9,"GA",13,1,0,0,201607,1,5,3,3,2,1,2,1,1,5,3,53,2,2,"XXXXX",3,1,2,402.636465835042,"S",20,3000,750,750,20,1500,750
"2528",30020699,2,3,1,2,2,6,1,4,1,5,5,1,5,5,5,5,5,5,5,5,5,1,2,12,"GA",13,2,0,0,201608,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,63.8469190214648,"T",20,300,50,75,5,300,300
"2559",30020939,3,1,2,3,2,6,1,1,5,3,5,1,4,5,4,5,1,2,5,5,5,1,2,6,"GA",13,2,1,1,201609,1,4,1,5,1,1,5,1,1,5,3,51,6,1,"12060",3,1,2,1238.09269818346,"C",80,7000,7000,5000,60,17000,7000
"2578",30021077,5,1,1,2,2,6,1,2,5,5,5,1,5,5,5,5,2,2,5,5,5,1,2,6,"GA",13,2,0,1,201610,1,10,1,5,1,4,6,2,1,5,3,51,1,2,"12060",2,1,2,319.252597928086,"T",5,300,300,150,5,300,50
"2586",30021122,2,3,1,1,2,2,2,5,5,5,5,2,5,5,5,5,3,3,5,5,5,2,1,6,"GA",13,1,0,0,201607,1,9,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,2,2,62.6119291658272,"T",30,300,300,75,40,750,300
"2606",30021304,6,3,1,2,1,5,1,1,5,4,5,1,5,5,5,5,2,3,4,5,5,1,1,3,"GA",13,1,0,1,201606,1,5,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,265.003554099411,"S",40,1500,750,750,30,1500,750
"2628",30021458,5,1,1,3,4,9,1,1,1,5,5,1,5,5,5,5,5,2,5,5,5,1,3,11,"GA",13,3,0,0,201609,1,10,1,5,1,4,6,2,1,5,3,51,1,2,"12060",3,1,2,660.808618445074,"T",40,750,300,150,40,300,300
"2636",30021529,6,4,1,2,4,5,5,5,5,1,5,1,5,5,5,5,3,3,5,5,5,1,2,4,"GA",13,2,0,2,201605,1,2,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,5,2,657.067531485244,"R",20,300,50,75,20,300,50
"2652",30021702,1,1,2,1,1,3,1,1,1,5,5,1,5,4,4,5,5,4,5,5,5,2,1,4,"GA",13,1,0,1,201605,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,2113.87683776508,"S",40,3000,1500,1500,60,3000,1500
"2653",30021730,3,1,1,2,4,7,1,1,3,2,5,1,4,4,5,5,2,2,5,5,5,1,2,4,"GA",13,2,0,0,201607,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,202.243434610882,"R",5,50,50,25,5,50,50
"2669",30021913,5,3,1,1,1,2,2,2,5,4,4,1,5,5,5,5,3,2,3,3,5,2,1,0,"GA",13,1,0,1,201609,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,2,2,54.8403773023391,"S",20,1500,750,750,20,1500,750
"2685",30021996,1,1,2,4,2,7,1,1,3,5,5,1,5,5,5,5,2,2,4,4,4,1,2,2,"GA",13,2,1,2,201610,1,4,1,5,1,2,6,1,1,5,3,51,1,2,"12060",4,1,2,2113.10926060648,"T",5,750,300,350,5,750,300
"2719",30022381,3,3,2,1,2,3,1,5,2,5,5,1,5,5,5,5,2,2,5,5,5,2,1,4,"GA",13,1,0,1,201609,1,1,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,1,2,73.5407933761363,"T",20,750,300,350,20,750,300
"2723",30022415,4,3,1,2,3,6,1,1,4,5,5,1,5,5,5,5,2,4,5,5,5,1,2,10,"GA",13,2,0,2,201609,1,2,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,81.9102518535657,"C",50,1500,750,750,20,3000,1500
"2730",30022485,6,1,1,3,3,8,1,1,4,4,5,1,4,5,4,5,3,3,5,5,5,1,3,7,"GA",13,3,0,2,201606,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",3,1,2,1532.09270052659,"S",20,1500,750,750,5,1500,300
"2733",30022505,3,3,1,2,2,-7,1,5,3,5,5,1,5,5,5,5,4,3,5,5,5,1,2,0,"GA",13,2,0,0,201607,2,10,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,43.4810670282453,"T",5,300,50,75,5,750,300
"2734",30022508,6,3,1,1,1,5,3,2,3,3,4,2,5,4,5,5,2,4,2,3,3,2,1,7,"GA",13,1,0,0,201609,1,9,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,2,2,42.3046345610556,"C",20,3000,750,750,30,3000,1500
"2744",30022566,5,1,1,3,2,10,1,1,1,5,4,1,5,5,4,5,1,3,4,4,4,1,2,8,"GA",13,2,0,1,201606,1,6,1,5,1,1,5,1,1,5,3,51,1,2,"12060",3,1,2,1136.97752794944,"T",30,750,300,750,30,300,300
"2769",30022781,2,1,1,2,2,11,1,1,1,5,5,1,4,5,5,5,5,5,5,5,5,1,2,2,"GA",13,2,0,1,201608,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,1,520.483211407412,"S",30,1500,750,750,0,3000,750
"2785",30022966,4,3,1,2,2,6,2,1,1,5,5,2,4,5,4,5,3,3,5,5,5,1,2,3,"GA",13,2,0,0,201605,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,175.433340824146,"T",5,750,300,350,5,750,300
"2790",30023014,5,3,1,2,2,6,1,5,5,4,5,2,5,5,5,5,1,3,3,3,5,1,2,9,"GA",13,2,0,1,201609,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,54.8981285185927,"R",30,50,50,25,30,50,50
"2808",30023118,5,4,1,1,1,4,5,5,5,5,5,2,5,5,5,5,5,3,5,5,5,2,0,5,"GA",13,1,0,0,201608,1,9,4,6,2,4,6,2,1,5,3,54,2,2,"XXXXX",1,5,2,900.462273913205,"R",5,50,50,25,5,50,50
"2815",30023160,3,4,1,2,2,3,5,5,5,5,5,2,5,5,5,5,1,1,3,3,3,1,1,0,"GA",13,1,1,0,201606,1,3,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,865.444596289755,"R",30,50,50,25,30,50,50
"2819",30023184,1,3,2,1,1,4,1,1,5,5,5,1,5,5,5,5,1,4,5,5,5,2,1,3,"GA",13,1,0,1,201607,1,1,3,2,2,4,6,2,1,5,3,53,2,2,"XXXXX",1,1,2,387.309521332617,"T",40,300,300,150,40,300,300
"2837",30023348,3,3,1,2,2,4,1,1,3,5,5,1,5,5,5,5,3,3,5,5,5,1,2,6,"GA",13,2,0,0,201608,2,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,50.0671128969494,"C",70,1500,750,750,70,1500,750
"2850",30023477,2,3,1,1,1,3,5,5,5,5,5,2,5,5,5,5,1,3,5,5,5,2,1,3,"GA",13,1,0,0,201608,1,9,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,2,2,249.612389030535,"R",30,300,300,150,30,300,300
"2852",30023480,7,3,1,1,1,6,1,1,1,2,4,1,3,4,5,4,3,3,4,4,4,2,1,4,"GA",13,1,0,1,201609,1,1,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,175.750490055052,"C",50,3000,1500,1500,40,3000,3000
"2864",30023581,4,3,1,3,2,7,1,1,3,5,5,1,5,5,5,5,1,3,5,5,5,1,3,19,"GA",13,3,0,1,201609,1,10,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",3,1,2,111.98945885551,"C",30,1500,750,750,30,3000,1500
"2872",30023641,5,4,1,2,1,4,5,5,5,5,5,1,5,5,5,5,3,3,-9,-9,-9,1,2,4,"GA",13,2,0,0,201607,1,10,4,6,2,2,6,1,1,5,3,54,2,2,"XXXXX",2,5,2,910.440436087841,"T",30,50,50,25,50,750,300
"2894",30023801,5,3,1,1,2,4,1,1,5,4,5,1,-9,-9,-9,-9,3,3,2,3,4,2,1,1,"GA",13,1,0,1,201611,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,67.9487642223123,"T",40,750,300,350,40,750,300
"2927",30024073,4,3,1,1,1,7,1,4,5,4,5,1,4,4,5,5,4,4,4,5,5,2,1,2,"GA",13,1,0,1,201610,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,99.625011888978,"T",30,1500,300,350,30,750,300
"2932",30024122,3,3,1,3,3,10,1,1,1,5,5,1,5,5,5,5,2,4,4,4,4,1,3,11,"GA",13,2,0,2,201606,1,8,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,220.696435523536,"T",20,750,300,150,5,750,300
"2973",30024386,2,3,1,4,2,6,1,1,1,4,5,1,5,5,5,5,2,2,5,5,5,1,2,13,"GA",13,1,0,2,201607,1,5,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",4,1,2,368.996898253285,"R",20,300,300,150,5,300,300
"2976",30024390,6,3,1,2,2,7,1,5,5,1,1,2,5,5,5,-9,5,4,4,4,4,1,1,8,"GA",13,2,0,0,201610,1,10,3,1,2,2,6,1,1,5,3,53,1,2,"XXXXX",2,1,2,42.2320837666446,"T",5,300,300,75,5,1500,750
"2978",30024405,4,1,2,2,2,6,3,1,1,2,5,1,5,5,5,5,1,2,4,5,4,1,2,10,"GA",13,2,0,1,201609,1,2,1,5,1,1,5,1,1,5,3,51,2,2,"12060",2,1,2,791.687762078845,"T",40,1500,750,750,40,1500,750
"3046",30024974,4,1,2,1,1,7,1,1,1,1,2,1,1,5,4,5,4,4,1,1,2,2,1,3,"GA",13,1,0,1,201607,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,605.296619587312,"U",60,17000,7000,5000,70,17000,17000
"3056",30025055,2,3,1,1,1,5,5,5,1,2,5,2,5,5,5,5,3,3,4,4,4,2,1,8,"GA",13,1,0,0,201610,1,9,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,1,2,106.789717631515,"R",5,50,50,75,5,50,50
"3068",30025183,7,3,1,2,4,6,1,1,2,5,5,1,5,5,5,5,3,3,5,5,5,1,2,4,"GA",13,2,0,0,201605,1,10,3,3,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,299.600850101855,"R",20,300,50,75,20,300,50
